time,latitude,longitude,number,step,isobaricInhPa,valid_time,r,t,u,v,vo
2024-02-27 14:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 14:00:00,65.45787,283.792,-0.51485485,8.285228,-0.00020783531
2024-02-27 15:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 15:00:00,65.94029,283.81445,0.40506673,8.259222,-0.000250282
2024-02-27 16:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 16:00:00,73.06227,283.78516,0.013444595,8.22399,-0.00019977518
2024-02-27 17:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 17:00:00,77.914246,283.75195,0.22228092,8.371855,-0.0002138557
2024-02-27 18:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 18:00:00,76.575485,284.38184,-0.010483395,8.409683,-0.00018655066
2024-02-27 19:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 19:00:00,75.18201,285.39648,-0.56826633,8.103876,-0.00015071598
2024-02-27 20:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 20:00:00,73.25406,286.6106,-0.14892209,7.977873,-0.00015602459
2024-02-27 21:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 21:00:00,72.59337,287.6643,0.17945981,7.9459925,-0.00017720342
2024-02-27 22:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 22:00:00,74.88344,288.94165,-2.0976038,6.9847603,-0.00014663617
2024-02-27 23:00:00,44.28,-81.52,0,0 days,975.0,2024-02-27 23:00:00,79.00656,288.5786,-2.4274406,7.597971,-0.00015765837
2024-02-28 00:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 00:00:00,82.64665,287.99976,-1.9746065,8.130647,-0.00016406365
2024-02-28 01:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 01:00:00,84.77844,287.59302,-0.70018065,8.6210375,-0.00017418788
2024-02-28 02:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 02:00:00,86.10045,287.48145,0.0210458,8.597427,-0.00017792541
2024-02-28 03:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 03:00:00,86.40857,287.43896,-0.004757531,8.811189,-0.00018690033
2024-02-28 04:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 04:00:00,87.72972,286.63354,0.44742864,9.142561,-0.0001973293
2024-02-28 05:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 05:00:00,92.73288,285.61304,0.12267196,8.728172,-0.00019555015
2024-02-28 06:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 06:00:00,97.10913,285.08643,-0.61459786,8.308299,-0.00018574948
2024-02-28 07:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 07:00:00,97.833374,285.24976,-1.4013643,7.4416447,-0.00016117094
2024-02-28 08:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 08:00:00,98.108734,285.4253,-1.7473183,7.8779345,-0.00015559302
2024-02-28 09:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 09:00:00,98.91914,285.26514,-0.78711814,8.684922,-0.00015981143
2024-02-28 10:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 10:00:00,95.08577,287.08252,-0.015093431,8.225779,-0.00014639902
2024-02-28 11:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 11:00:00,95.4984,287.3462,1.8017883,7.237194,-0.0001431629
2024-02-28 12:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 12:00:00,94.40192,286.083,4.6745596,6.0836077,-0.00010397629
2024-02-28 13:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 13:00:00,97.208694,279.4502,6.6003494,-2.8539267,0.00015235558
2024-02-28 14:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 14:00:00,92.231445,273.79517,5.3624544,-5.770178,5.5110868e-05
2024-02-28 15:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 15:00:00,90.97803,272.22876,8.064208,-3.701315,-2.8672985e-06
2024-02-28 16:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 16:00:00,84.49754,270.9375,10.444648,-3.599823,-4.2280517e-05
2024-02-28 17:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 17:00:00,77.94194,269.83496,10.054333,-3.6739206,-5.1249284e-05
2024-02-28 18:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 18:00:00,72.93269,269.13867,11.255486,-3.4991093,-3.5635006e-05
2024-02-28 19:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 19:00:00,64.00198,268.34546,12.011825,-4.0461845,-1.4148752e-05
2024-02-28 20:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 20:00:00,58.442093,267.7793,12.594339,-5.083148,-1.4340251e-05
2024-02-28 21:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 21:00:00,56.66336,267.5796,12.9069195,-6.456135,7.0874903e-06
2024-02-28 22:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 22:00:00,62.882584,265.64502,13.68586,-8.379731,-2.1905507e-06
2024-02-28 23:00:00,44.28,-81.52,0,0 days,975.0,2024-02-28 23:00:00,58.697144,265.88257,14.00589,-8.330178,-1.4836906e-05
2024-02-29 00:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 00:00:00,55.83377,266.27563,14.095155,-8.344071,-1.7605416e-05
2024-02-29 01:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 01:00:00,53.989532,266.3391,14.345203,-7.1477327,-1.034427e-05
2024-02-29 02:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 02:00:00,53.432327,266.25244,14.320483,-5.7794065,-2.6531532e-05
2024-02-29 03:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 03:00:00,59.52852,265.8457,14.706575,-4.6891937,-3.253082e-05
2024-02-29 04:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 04:00:00,60.316086,265.63892,14.648249,-4.1965876,-2.3429573e-05
2024-02-29 05:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 05:00:00,57.370926,265.57812,14.69053,-4.45271,-9.644278e-06
2024-02-29 06:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 06:00:00,56.67491,265.48218,13.968715,-4.9865646,-1.2640421e-05
2024-02-29 07:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 07:00:00,55.856674,265.3147,14.063182,-5.8457613,-2.9649746e-05
2024-02-29 08:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 08:00:00,56.737946,265.0647,13.530428,-5.891506,-3.272797e-05
2024-02-29 09:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 09:00:00,56.498383,264.85156,13.886977,-5.6645155,-3.85998e-05
2024-02-29 10:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 10:00:00,66.119125,263.93018,14.383169,-4.2130375,-2.9679984e-05
2024-02-29 11:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 11:00:00,63.706512,263.79077,14.780841,-4.9589005,-4.5552315e-07
2024-02-29 12:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 12:00:00,65.23047,263.56982,13.0544405,-5.5938807,2.4175548e-05
2024-02-29 13:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 13:00:00,63.53772,263.62744,11.733432,-6.3770533,5.296085e-05
2024-02-29 14:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 14:00:00,53.74437,263.98047,11.063535,-5.801009,1.880103e-05
2024-02-29 15:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 15:00:00,53.40274,264.07544,10.346236,-4.819804,6.2476784e-06
2024-02-29 16:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 16:00:00,53.30194,264.24292,10.173696,-3.8884974,-6.828581e-06
2024-02-29 17:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 17:00:00,53.445816,264.4436,9.860466,-3.0418148,-2.3699962e-05
2024-02-29 18:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 18:00:00,53.198685,264.70435,9.552278,-2.0684538,-3.6004247e-05
2024-02-29 19:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 19:00:00,53.61252,264.98926,8.964161,-0.9160409,-5.038298e-05
2024-02-29 20:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 20:00:00,53.568405,265.3816,8.215887,0.053535674,-5.853112e-05
2024-02-29 21:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 21:00:00,53.56581,265.8435,7.8984337,1.209919,-5.7949277e-05
2024-02-29 22:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 22:00:00,54.96408,266.30322,6.4999323,2.5607767,-4.7344947e-05
2024-02-29 23:00:00,44.28,-81.52,0,0 days,975.0,2024-02-29 23:00:00,53.77829,267.12354,6.2866163,3.216363,-4.645076e-05
2024-03-01 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 00:00:00,50.969604,268.11865,6.655197,3.6050625,-3.3890145e-05
2024-03-01 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 01:00:00,49.390137,269.0647,6.6823616,4.738764,-2.4675057e-05
2024-03-01 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 02:00:00,50.1725,269.72656,7.5798483,5.5549135,-2.9902687e-05
2024-03-01 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 03:00:00,50.389404,270.37695,8.908562,4.635906,-4.5669265e-05
2024-03-01 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 04:00:00,51.59555,270.89453,8.404757,4.1193266,-6.3301995e-05
2024-03-01 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 05:00:00,54.15204,271.23706,7.4876776,4.3124065,-5.7177196e-05
2024-03-01 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 06:00:00,55.262985,271.4817,6.9081326,5.1550817,-3.57675e-05
2024-03-01 07:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 07:00:00,56.752914,271.65454,6.721343,5.953805,-1.7149185e-05
2024-03-01 08:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 08:00:00,59.72267,271.74463,6.663967,6.3011045,-1.119824e-05
2024-03-01 09:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 09:00:00,61.8369,271.84937,6.861413,6.774831,-1.3548163e-05
2024-03-01 10:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 10:00:00,70.573,272.59985,7.4477415,6.6539373,-2.2861277e-05
2024-03-01 11:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 11:00:00,68.63374,272.6194,6.688425,7.641221,-3.4239638e-05
2024-03-01 12:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 12:00:00,67.002075,272.615,6.3767586,9.2256775,-5.1070994e-05
2024-03-01 13:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 13:00:00,65.57379,272.60132,6.046899,10.461726,-7.325427e-05
2024-03-01 14:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 14:00:00,63.97119,272.71167,5.6514893,11.408267,-0.00011523327
2024-03-01 15:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 15:00:00,58.116486,273.5442,4.741873,11.302174,-0.00019085099
2024-03-01 16:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 16:00:00,51.170105,274.56616,4.537158,11.690712,-0.00022637125
2024-03-01 17:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 17:00:00,45.89157,275.51807,4.41593,12.022262,-0.00023727962
2024-03-01 18:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 18:00:00,41.18512,276.46558,3.7805758,11.617469,-0.00023596102
2024-03-01 19:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 19:00:00,39.458145,277.36304,2.4071035,11.157918,-0.00022312123
2024-03-01 20:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 20:00:00,39.238922,278.28662,1.2282019,10.559914,-0.00019729821
2024-03-01 21:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 21:00:00,37.87625,279.0266,0.31317347,9.74649,-0.00019056386
2024-03-01 22:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 22:00:00,34.800262,279.63794,-0.6432074,8.8128395,-0.00016233006
2024-03-01 23:00:00,44.28,-81.52,0,0 days,975.0,2024-03-01 23:00:00,35.480682,279.2439,0.14165461,10.993654,-0.00015550578
2024-03-02 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 00:00:00,36.480347,278.39478,0.26017928,11.901799,-0.00015640577
2024-03-02 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 01:00:00,36.734787,277.80957,0.34888512,12.306386,-0.00015105485
2024-03-02 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 02:00:00,37.317017,277.4851,0.7712379,12.627551,-0.00015194858
2024-03-02 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 03:00:00,38.06761,277.45068,1.3270264,12.410303,-0.0001472522
2024-03-02 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 04:00:00,40.537933,277.19385,3.4217482,12.370105,-0.00014496918
2024-03-02 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 05:00:00,47.45868,276.6631,4.1381655,12.067431,-0.00016315744
2024-03-02 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 06:00:00,60.37204,276.15845,3.7634773,11.159365,-0.000175966
2024-03-02 07:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 07:00:00,67.64111,276.13696,2.689474,10.216851,-0.00017210889
2024-03-02 08:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 08:00:00,71.04973,276.09937,2.580946,9.471081,-0.00016598873
2024-03-02 09:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 09:00:00,74.22395,275.91455,2.739523,8.974597,-0.00016298481
2024-03-02 10:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 10:00:00,72.44765,276.90723,2.5657902,7.489974,-0.00014757023
2024-03-02 11:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 11:00:00,75.89151,276.70776,1.5628767,7.129919,-0.00013011074
2024-03-02 12:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 12:00:00,77.7146,276.59326,1.0492802,7.1971397,-0.00011726796
2024-03-02 13:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 13:00:00,79.499435,276.43726,1.8979158,6.8982553,-0.00010876695
2024-03-02 14:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 14:00:00,82.13855,276.20972,2.6310892,6.322688,-9.249484e-05
2024-03-02 15:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 15:00:00,83.87715,276.219,2.1439905,6.074912,-8.374914e-05
2024-03-02 16:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 16:00:00,85.6568,276.27075,1.3213873,5.3336477,-9.242502e-05
2024-03-02 17:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 17:00:00,83.09584,276.86987,1.0442905,4.502655,-8.440355e-05
2024-03-02 18:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 18:00:00,79.57124,277.68945,1.7012024,4.245534,-7.400017e-05
2024-03-02 19:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 19:00:00,78.61281,277.99365,2.7961826,3.6957617,-6.2634455e-05
2024-03-02 20:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 20:00:00,77.184845,278.27222,2.449728,3.5760584,-6.507925e-05
2024-03-02 21:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 21:00:00,75.54115,278.58472,2.4317656,3.4709835,-8.511369e-05
2024-03-02 22:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 22:00:00,77.44299,278.06274,1.5844173,2.7864017,-0.00011503781
2024-03-02 23:00:00,44.28,-81.52,0,0 days,975.0,2024-03-02 23:00:00,77.37904,278.12695,0.56722677,3.0299587,-0.00011522147
2024-03-03 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 00:00:00,77.79747,278.21875,0.64714026,2.833747,-0.00011486662
2024-03-03 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 01:00:00,78.47493,278.31543,0.6526893,2.4991188,-0.00010847315
2024-03-03 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 02:00:00,78.81229,278.43286,0.19879782,2.300108,-9.758514e-05
2024-03-03 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 03:00:00,79.19542,278.62378,-0.9781042,2.6731672,-8.410995e-05
2024-03-03 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 04:00:00,79.99626,278.83545,-2.059102,3.6333199,-6.4344276e-05
2024-03-03 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 05:00:00,80.94652,279.07324,-1.7465944,5.2343645,-4.804958e-05
2024-03-03 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 06:00:00,82.06621,279.19995,-0.699219,6.6886253,-5.426111e-05
2024-03-03 07:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 07:00:00,82.710724,279.16626,0.018332314,7.307164,-7.9714955e-05
2024-03-03 08:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 08:00:00,83.31575,278.95068,0.14094198,7.150996,-9.525052e-05
2024-03-03 09:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 09:00:00,83.94171,278.68677,0.035591576,6.8438635,-9.1777474e-05
2024-03-03 10:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 10:00:00,87.36159,278.38306,-0.17860568,7.0338984,-8.7222e-05
2024-03-03 11:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 11:00:00,88.37117,278.20972,-0.42673397,6.870817,-7.147329e-05
2024-03-03 12:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 12:00:00,89.3506,278.01172,-0.55862546,6.823661,-6.128012e-05
2024-03-03 13:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 13:00:00,90.461624,277.77637,-1.1182652,7.2964506,-5.9541155e-05
2024-03-03 14:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 14:00:00,91.25543,277.61328,-1.8068552,7.1206446,-6.824445e-05
2024-03-03 15:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 15:00:00,88.932465,278.04175,-1.136857,6.3079634,-6.5711545e-05
2024-03-03 16:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 16:00:00,85.71059,278.75928,-0.8858166,5.5336437,-7.578306e-05
2024-03-03 17:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 17:00:00,81.19141,279.6792,-1.4591255,4.973339,-7.603476e-05
2024-03-03 18:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 18:00:00,76.80646,280.62134,-2.0554867,4.514283,-6.143133e-05
2024-03-03 19:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 19:00:00,72.63365,281.4939,-2.3606396,3.9884071,-3.1801523e-05
2024-03-03 20:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 20:00:00,68.732956,282.33643,-2.8525953,3.6350002,1.706383e-06
2024-03-03 21:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 21:00:00,66.063065,282.96826,-3.5907593,4.8115807,2.3545115e-05
2024-03-03 22:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 22:00:00,68.202515,282.646,-4.0414143,5.4371414,-1.2723084e-05
2024-03-03 23:00:00,44.28,-81.52,0,0 days,975.0,2024-03-03 23:00:00,69.490585,282.53296,-5.2068415,6.811245,-4.621892e-05
2024-03-04 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 00:00:00,74.75597,281.65503,-6.5348806,8.36906,-6.87571e-05
2024-03-04 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 01:00:00,82.76845,280.34326,-6.7810497,9.75138,-8.8777975e-05
2024-03-04 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 02:00:00,88.19478,279.43945,-6.532465,10.578793,-0.00011743841
2024-03-04 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 03:00:00,89.12204,279.23828,-7.2688437,11.038797,-0.00013317572
2024-03-04 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 04:00:00,87.7469,279.4558,-7.625963,11.152595,-0.00014200747
2024-03-04 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 05:00:00,85.63257,279.88135,-7.2268314,11.040301,-0.00014728507
2024-03-04 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 06:00:00,83.73297,280.24756,-6.7987385,11.639252,-0.00016047625
2024-03-04 07:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 07:00:00,81.0876,280.79883,-6.442337,12.583195,-0.00017903595
2024-03-04 08:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 08:00:00,79.18846,281.25586,-5.329506,12.751098,-0.00019367725
2024-03-04 09:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 09:00:00,79.10147,281.52124,-4.080329,13.108711,-0.0002017575
2024-03-04 10:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 10:00:00,78.467926,282.38525,-2.7374716,13.904433,-0.00022092336
2024-03-04 11:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 11:00:00,80.32422,282.3142,-1.602663,13.373781,-0.00022605516
2024-03-04 12:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 12:00:00,80.90483,282.2964,-1.1151781,12.792129,-0.00022038912
2024-03-04 13:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 13:00:00,80.13475,282.54004,-1.1571121,12.253928,-0.00021822832
2024-03-04 14:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 14:00:00,77.78256,283.031,-0.795572,12.240521,-0.00021559831
2024-03-04 15:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 15:00:00,72.56987,284.3391,-0.41943264,11.239794,-0.00024068708
2024-03-04 16:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 16:00:00,67.39961,285.9541,0.3148439,10.76369,-0.00023566921
2024-03-04 17:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 17:00:00,65.0892,287.1985,1.031187,10.49516,-0.00023446763
2024-03-04 18:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 18:00:00,63.550735,288.1631,1.7834129,10.185383,-0.00022997826
2024-03-04 19:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 19:00:00,62.644363,288.99023,1.9916277,9.731049,-0.00021833836
2024-03-04 20:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 20:00:00,61.658966,289.68872,1.549222,9.704476,-0.0002168907
2024-03-04 21:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 21:00:00,61.65886,290.17773,0.72275716,10.155963,-0.0002193407
2024-03-04 22:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 22:00:00,59.68097,291.3523,0.5087833,10.799737,-0.00021021653
2024-03-04 23:00:00,44.28,-81.52,0,0 days,975.0,2024-03-04 23:00:00,62.68405,290.78418,-0.08069444,11.768603,-0.0002248357
2024-03-05 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 00:00:00,66.28162,290.00098,-0.7565754,12.4592905,-0.00023760424
2024-03-05 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 01:00:00,67.58687,289.43384,-0.39760327,12.919951,-0.00025571696
2024-03-05 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 02:00:00,64.56587,289.33203,-0.002419422,13.468535,-0.00026628142
2024-03-05 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 03:00:00,60.733032,289.2439,-0.60599387,13.828037,-0.00027503748
2024-03-05 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 04:00:00,58.70685,289.00366,0.052169546,13.765714,-0.00027797022
2024-03-05 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 05:00:00,59.00357,288.68774,0.7855752,13.565657,-0.00028082263
2024-03-05 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 06:00:00,60.588776,288.25708,0.8870868,13.359298,-0.0002885256
2024-03-05 07:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 07:00:00,63.324112,287.67017,-0.08386171,13.843242,-0.00030921074
2024-03-05 08:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 08:00:00,67.97244,286.73657,-0.9714103,13.968979,-0.0003169966
2024-03-05 09:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 09:00:00,70.67949,285.94556,-0.53534144,13.691843,-0.00031054462
2024-03-05 10:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 10:00:00,62.7386,286.18555,0.15600222,12.900777,-0.00030907732
2024-03-05 11:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 11:00:00,68.618866,284.41528,4.12154,9.438489,-0.00023780663
2024-03-05 12:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 12:00:00,78.291336,282.56226,5.4436197,7.74815,-0.00012887387
2024-03-05 13:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 13:00:00,85.475235,281.24316,4.488456,5.6027412,-3.5295074e-05
2024-03-05 14:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 14:00:00,92.02933,279.96777,3.645033,1.0696039,9.041304e-05
2024-03-05 15:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 15:00:00,91.770645,279.4082,2.4681578,-2.2644787,0.00021750497
2024-03-05 16:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 16:00:00,92.58566,278.8589,1.2276535,-4.7039537,0.00024865963
2024-03-05 17:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 17:00:00,94.33005,278.4253,-1.2138491,-6.604824,0.00022460095
2024-03-05 18:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 18:00:00,96.26457,278.34253,-3.6188793,-6.4315357,0.00019538106
2024-03-05 19:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 19:00:00,97.8286,278.30566,-3.5153427,-6.2804594,0.00019250913
2024-03-05 20:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 20:00:00,98.70116,277.7329,-2.901126,-6.8475227,0.0002111084
2024-03-05 21:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 21:00:00,99.03833,277.04272,-3.0825005,-7.592166,0.00019728113
2024-03-05 22:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 22:00:00,98.35446,276.47388,-2.299327,-7.631056,0.00020993454
2024-03-05 23:00:00,44.28,-81.52,0,0 days,975.0,2024-03-05 23:00:00,98.20827,276.0415,-3.030923,-8.193265,0.00021229309
2024-03-06 00:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 00:00:00,96.77548,275.78003,-3.0000038,-8.579602,0.00020809671
2024-03-06 01:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 01:00:00,94.80391,275.6106,-3.4690075,-8.745323,0.00020247945
2024-03-06 02:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 02:00:00,93.25729,275.47876,-4.4233465,-8.610338,0.00019223065
2024-03-06 03:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 03:00:00,92.15962,275.32568,-4.851576,-7.9897814,0.00017922804
2024-03-06 04:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 04:00:00,91.8988,275.16138,-5.456296,-6.742241,0.00016381509
2024-03-06 05:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 05:00:00,92.03792,275.02222,-5.819848,-6.124406,0.00016000494
2024-03-06 06:00:00,44.28,-81.52,0,0 days,975.0,2024-03-06 06:00:00,92.3439,274.83618,-5.968566,-5.664996,0.00015696062
